method,condition,seed,attack_level,total_reward,success,final_distance,episode_length,action_smoothness,action_magnitude,safety_violation,recovery_used,episode_idx,recovery_version,benchmark_layer,env
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,0,none,B0,sac_her_pickandplace_clean_500k
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,1,none,B0,sac_her_pickandplace_clean_500k
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,2,none,B0,sac_her_pickandplace_clean_500k
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,3,none,B0,sac_her_pickandplace_clean_500k
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,4,none,B0,sac_her_pickandplace_clean_500k
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,5,none,B0,sac_her_pickandplace_clean_500k
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,6,none,B0,sac_her_pickandplace_clean_500k
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,7,none,B0,sac_her_pickandplace_clean_500k
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,8,none,B0,sac_her_pickandplace_clean_500k
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,9,none,B0,sac_her_pickandplace_clean_500k
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,10,none,B0,sac_her_pickandplace_clean_500k
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,11,none,B0,sac_her_pickandplace_clean_500k
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,12,none,B0,sac_her_pickandplace_clean_500k
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,13,none,B0,sac_her_pickandplace_clean_500k
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,14,none,B0,sac_her_pickandplace_clean_500k
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,15,none,B0,sac_her_pickandplace_clean_500k
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,16,none,B0,sac_her_pickandplace_clean_500k
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,17,none,B0,sac_her_pickandplace_clean_500k
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,18,none,B0,sac_her_pickandplace_clean_500k
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,19,none,B0,sac_her_pickandplace_clean_500k
sac_her,clean,0,0.0,-150.0,0.0,0.35492253605282875,150,0.06278853118419647,1.7517668008804321,0.0,0.0,20,none,B0,sac_her_pickandplace_clean_500k
